country,title,clean_title,extract
Spain,"Pitch_Perfect_3","Pitch Perfect 3","Pitch Perfect 3 is a 2017 American musical comedy film directed by Trish Sie and written by Kay Cannon and Mike White. A sequel to Pitch Perfect 2 (2015), and the third  installment in the Pitch Perfect..."
Spain,"Fast_&_Furious_6","Fast & Furious 6","Fast & Furious 6 (alternatively known as Furious 6 or Fast Six) is a 2013 American action film directed by Justin Lin and written by Chris Morgan. It is the sixth installment in The Fast and the Furious..."
Spain,"Geostorm","Geostorm","Geostorm is a 2017 American science-fiction disaster film directed, co-written, and co-produced by Dean Devlin in his feature film directorial debut. The film stars  Gerard Butler, Jim Sturgess, Ed Harris..."
Spain,"Rush_(2013_film)","Rush (2013 film)","Rush is a 2013 biographical sports film centred on the Hunt–Lauda rivalry between two Formula One drivers, the British James Hunt and the Austrian Niki Lauda during the 1976 Formula 1 motor-racing season..."
Spain,"The_Bourne_Ultimatum_(film)","The Bourne Ultimatum (film)","The Bourne Ultimatum is a 2007 action spy film directed by Paul Greengrass loosely based on the novel of the same name by Robert Ludlum.  The screenplay was written by Tony Gilroy, Scott Z. Burns and George..."
Spain,"Ferdinand_(film)","Ferdinand (film)","Ferdinand  is a 2017 American 3D computer-animated comedy-drama adventure film produced by Blue Sky Studios, Davis Entertainment and 20th Century Fox Animation. The film was based on Munro Leaf and Robert..."
Spain,"Highlander_(film)","Highlander (film)","Highlander is a 1986 fantasy action-adventure film directed by Russell Mulcahy and based on a story by Gregory Widen. It stars Christopher Lambert, Sean Connery, Clancy Brown, and Roxanne Hart. The film..."
Sri Lanka,"Madras_Cafe","Madras Cafe","Madras Cafe is a 2013 Indian political action thriller film directed by Shoojit Sircar and starring John Abraham, Nargis Fakhri, Rashi Khanna and Leena Paul in lead roles. The film is set in the late 1980s..."
Sri Lanka,"Kannathil_Muthamittal","Kannathil Muthamittal","Kannathil Muthamittal (English: A Peck on the Cheek) is a 2002 Indian Tamil-language musical war drama film produced and directed by Mani Ratnam. It was based on a short story called 'Amuthavum Avanum..."
Sri Lanka,"Dheepan","Dheepan","Dheepan is a 2015 French crime drama film directed by Jacques Audiard and co-written by Audiard, Thomas Bidegain, and Noé Debré. The film was partly inspired by Montesquieu's Persian Letters, as well as..."
Sri Lanka,"Thenali","Thenali","Thenali is a 2000 Indian Tamil-language comedy film produced and directed by K. S. Ravikumar and written by Crazy Mohan. The film stars Kamal Haasan in the title role, while Jayaram, Devayani and Jyothika..."
Sri Lanka,"A_Common_Man_(film)","A Common Man (film)","A Common Man is a 2013 American-Sri Lankan thriller film directed by Sri Lankan filmmaker Chandran Rutnam, starring Ben Kingsley and Ben Cross. The film is an official remake of the Indian film, A Wednesday..."
Sri Lanka,"The_Terrorist_(1997_film)","The Terrorist (1997 film)","The Terrorist (Tamil: தீவிரவாதி, romanized: Theeviravaathi) is an Indian Tamil film directed by Santosh Sivan. The film portrays a period in the life of a 19-year-old woman, Malli (Ayesha Dharker), sent..."
Sri Lanka,"Ceylon_(film)","Ceylon (film)","Ceylon, titled Inam in Tamil, is a 2013 Indian war film written, directed, filmed and produced by Santosh Sivan. The story revolves around a group of teenagers in an orphanage set during the civil war..."
Sri Lanka,"Kuttrapathirikai","Kuttrapathirikai","Kuttrapathirikai (English: Charge Sheet) is a 2007 Tamil drama film directed by R. K. Selvamani. The film starred Ramki and Rahman in the lead roles, while Ramya Krishnan and Roja appeared in other pivotal..."
Sri Lanka,"Sri_Lanka's_Killing_Fields","Sri Lanka's Killing Fields","Sri Lanka's Killing Fields was an investigatory documentary about the final weeks of the Sri Lankan Civil War broadcast by the British TV station Channel 4 on 14 June 2011. Described as one of the most..."
Sri Lanka,"Aloko_Udapadi","Aloko Udapadi","Aloko Udapadi (English: Light Arose; Sinhala: ආලෝකෝ උදපාදි; Pali: आलोको उदपादि) is a Sinhalese epic historical film based on the story of King Valagamba of Anuradhapura (89 – 77 BCE). It was co-directed..."
Sudan,"The_Constant_Gardener_(film)","The Constant Gardener (film)","The Constant Gardener is a 2005 political thriller film directed by Fernando Meirelles. The screenplay by Jeffrey Caine is based on the novel of the same name (2001) by John le Carré. The story follows..."
Sudan,"The_Good_Lie","The Good Lie","The Good Lie is a 2014 American drama film written by Margaret Nagle and directed by Philippe Falardeau. Filmed in Atlanta, Georgia and South Africa, the film stars Reese Witherspoon, Arnold Oceng, Ger..."
Sudan,"The_Four_Feathers_(2002_film)","The Four Feathers (2002 film)","The Four Feathers is a 2002 war drama film directed by Shekhar Kapur and starring Heath Ledger, Wes Bentley, Djimon Hounsou and Kate Hudson. Set during the British Army's Gordon Relief Expedition (late..."
Sudan,"Khartoum_(film)","Khartoum (film)","Khartoum is a 1966 film written by Robert Ardrey and directed by Basil Dearden. It stars Charlton Heston as British Gen. Charles "Chinese" Gordon and Laurence Olivier as the Mahdi (Muhammad Ahmed), with..."
Sudan,"In_a_Better_World","In a Better World","In a Better World (Danish: Hævnen, "the revenge") is a 2010 Danish drama thriller film written by Anders Thomas Jensen and directed by Susanne Bier. The film stars Mikael Persbrandt, Trine Dyrholm, and..."
Sudan,"The_Four_Feathers_(1939_film)","The Four Feathers (1939 film)","The Four Feathers is a 1939 British Technicolor adventure film directed by Zoltan Korda, starring John Clements, Ralph Richardson, June Duprez, and C. Aubrey Smith. Set during the reign of Queen Victoria..."
Sudan,"The_Four_Feathers","The Four Feathers","The Four Feathers is a 1902 adventure novel by British writer A. E. W. Mason that has inspired many films of the same title. In December 1901, Cornhill Magazine announced the title as one of two new serial..."
Sudan,"Darfur_(film)","Darfur (film)","Darfur (previously called Janjaweed) is a film directed by Uwe Boll concerning the current conflict in Darfur, starring David O'Hara, Kristanna Loken, Billy Zane and Edward Furlong. The film was also released..."
Sudan,"Storm_Over_the_Nile","Storm Over the Nile","Storm Over the Nile is a 1955 film adaptation of the novel The Four Feathers, directed by Terence Young and Zoltan Korda. The film not only extensively used footage of the action scenes from the 1939 film..."
Sudan,"Screamers_(2006_film)","Screamers (2006 film)","Screamers is a 2006 documentary film directed by Carla Garapedian, conceived by Peter McAlevey and Garapedian and produced by McAlevey. The film explores why genocides have occurred in modern day history..."
Suriname,"Wan_Pipel","Wan Pipel","Wan Pipel (English: One People) is a 1976 Surinamese-Dutch drama film directed by Pim de la Parra. The screenplay was written by Rudi Kross and Lou Lichtveld. The leading roles are played by Borger Breeveld..."
Suriname,"Let_Each_One_Go_Where_He_May","Let Each One Go Where He May","Let Each One Go Where He May is a 2009 film directed by American filmmaker Ben Russell. Composed of only thirteen shots, it follows a Surinamese man as he travels from the city to the forest.  Russell..."
Suriname,"Faja_Lobbi","Faja Lobbi","Faja Lobbi is a 1960 Dutch-Surinamese award-winning documentary film, directed by Herman van der Horst. Its alternative titles include Fiery Love en Symphony of the Tropics and it was shown at the Film..."
Suriname,"The_Price_of_Sugar_(2013_film)","The Price of Sugar (2013 film)","The Price of Sugar (Dutch: Hoe duur was de suiker) is a 2013 Dutch drama film based on the eponymous novel by Cynthia McLeod. Cast: Gaite Jansen - Sarith, Neil Sandilands - Reinder Almersma, Yootha..."
Sweden,"Kingsman:_The_Golden_Circle","Kingsman: The Golden Circle","Kingsman: The Golden Circle is a 2017 action spy comedy film produced and directed by Matthew Vaughn and written by Vaughn and Jane Goldman. It is a sequel to Kingsman: The Secret Service (2014) which..."
Sweden,"Mamma_Mia!_Here_We_Go_Again","Mamma Mia! Here We Go Again","Mamma Mia! Here We Go Again is a 2018 jukebox musical romantic comedy film written and directed by Ol Parker, from a story by Parker, Catherine Johnson, and Richard Curtis. It is a follow-up to the 2008..."
Sweden,"The_Girl_with_the_Dragon_Tattoo_(2011_film)","The Girl with the Dragon Tattoo (2011 film)","The Girl with the Dragon Tattoo is a 2011 psychological crime thriller film based on the 2005 novel of the same name by Stieg Larsson. This film adaptation was directed by David Fincher and written by..."
Sweden,"The_Girl_in_the_Spider's_Web_(film)","The Girl in the Spider's Web (film)","The Girl in the Spider's Web is a 2018 action thriller film directed by Fede Álvarez and written by Álvarez, Steven Knight, and Jay Basu, and based on the novel of the same name by David Lagercrantz, which..."
Sweden,"The_Ritual_(2017_film)","The Ritual (2017 film)","The Ritual is a 2017 British supernatural horror film directed by David Bruckner, written by Joe Barton, and starring Rafe Spall, Arsher Ali, Robert James-Collier, and Sam Troughton.
The film is based..."
Sweden,"The_Wife_(2017_film)","The Wife (2017 film)","The Wife is a 2017 drama film directed by Björn L. Runge and written by Jane Anderson, based on the novel of the same name by Meg Wolitzer. It stars Glenn Close, Jonathan Pryce, and Christian Slater, and..."
Sweden,"The_Girl_with_the_Dragon_Tattoo_(2009_film)","The Girl with the Dragon Tattoo (2009 film)","The Girl with the Dragon Tattoo (Swedish: Män som hatar kvinnor, literally "Men who hate women") is a 2009 Swedish crime thriller film based on the novel of the same name by Swedish author/journalist Stieg..."
Sweden,"Let_the_Right_One_In_(film)","Let the Right One In (film)","Let the Right One In (Swedish: Låt den rätte komma in) is a 2008 Swedish romantic horror film directed by Tomas Alfredson, based on the 2004 novel of the same title by John Ajvide Lindqvist, who also wrote..."
Sweden,"The_Seventh_Seal","The Seventh Seal","The Seventh Seal (Swedish: Det sjunde inseglet) is a 1957 Swedish historical fantasy film written and directed by Ingmar Bergman. Set in Sweden during the Black Death, it tells of the journey of a medieval..."
Sweden,"The_Square_(2017_film)","The Square (2017 film)","The Square is a 2017 satirical drama film written and directed by Ruben Östlund and starring Claes Bang, Elisabeth Moss, Dominic West and Terry Notary. The film is about a curator (Bang) who struggles..."
Switzerland,"The_Wolf_of_Wall_Street_(2013_film)","The Wolf of Wall Street (2013 film)","The Wolf of Wall Street is a 2013 American  biographical black comedy crime film directed by Martin Scorsese and written by Terence Winter, based on the memoir of the same name by Jordan Belfort. It recounts..."
Switzerland,"Iron_Man_3","Iron Man 3","Iron Man 3 is a 2013 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2008's..."
Switzerland,"Spider-Man:_Far_From_Home","Spider-Man: Far From Home","Spider-Man: Far From Home is a 2019 American superhero film based on the Marvel Comics character Spider-Man, co-produced by Columbia Pictures and Marvel Studios, and distributed by Sony Pictures Releasing..."
Switzerland,"The_Girl_with_the_Dragon_Tattoo_(2011_film)","The Girl with the Dragon Tattoo (2011 film)","The Girl with the Dragon Tattoo is a 2011 psychological crime thriller film based on the 2005 novel of the same name by Stieg Larsson. This film adaptation was directed by David Fincher and written by..."
Switzerland,"X-Men:_First_Class","X-Men: First Class","X-Men: First Class (stylized onscreen as X: First Class) is a 2011 superhero film based on the X-Men characters appearing in Marvel Comics. The fifth installment in the X-Men film series, it was directed..."
Switzerland,"A_Cure_for_Wellness","A Cure for Wellness","A Cure for Wellness is a 2016 psychological horror film directed by Gore Verbinski, written by Justin Haythe, and starring Dane DeHaan, Jason Isaacs, and Mia Goth. Its plot follows a young executive who..."
Switzerland,"Snowden_(film)","Snowden (film)","Snowden is a biographical thriller film about Edward Snowden. Directed by Oliver Stone and written by Stone and Kieran Fitzgerald, the film, based on the books The Snowden Files by Luke Harding and Time..."
Switzerland,"Edge_of_Tomorrow","Edge of Tomorrow","Edge of Tomorrow (also known by its marketing tagline Live. Die. Repeat., and renamed as such on home release) is a 2014 American science fiction action film starring Tom Cruise and Emily Blunt. Doug Liman..."
Switzerland,"Sherlock_Holmes:_A_Game_of_Shadows","Sherlock Holmes: A Game of Shadows","Sherlock Holmes: A Game of Shadows is a 2011 period action mystery film directed by Guy Ritchie and produced by Joel Silver, Lionel Wigram, Susan Downey, and Dan Lin. It is the sequel to the 2009 film..."
Switzerland,"The_Bourne_Identity_(2002_film)","The Bourne Identity (2002 film)","The Bourne Identity is a 2002 action spy film based on Robert Ludlum's novel of the same name. It stars Matt Damon as Jason Bourne, a man suffering from extreme memory loss and attempting to discover his..."
Syria,"Phantom_(2015_film)","Phantom (2015 film)","Phantom  is a 2015 Indian action thriller film directed by Kabir Khan, produced by Sajid Nadiadwala and Siddharth Roy Kapur, and starring Saif Ali Khan and Katrina Kaif in leading roles. The screenplay..."
Syria,"Munich_(film)","Munich (film)","Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Syria,"You_Don't_Mess_with_the_Zohan","You Don't Mess with the Zohan","You Don't Mess with the Zohan is a 2008 American comedy film directed by Dennis Dugan and produced by Adam Sandler, who also starred in the film. It was the fourth film that included a collaboration of..."
Syria,"Entebbe_(film)","Entebbe (film)","Entebbe (titled 7 Days in Entebbe in the U.S.) is a 2018 action thriller film directed by José Padilha and written by Gregory Burke. The film recounts the story of Operation Entebbe, a 1976 counter-terrorist..."
Syria,"Exodus_(1960_film)","Exodus (1960 film)","Exodus is a 1960 American epic film on the founding of the modern State of Israel. It was made by Alpha and Carlyle Productions and distributed by United Artists. Produced and directed by Otto Preminger..."
Syria,"Beirut_(film)","Beirut (film)","Beirut, also known as The Negotiator (UK), is a 2018 American espionage thriller film directed by Brad Anderson and written by Tony Gilroy. Set in 1982 during the Lebanese Civil War, the film stars Jon..."
Syria,"The_Delta_Force","The Delta Force","The Delta Force is a 1986 American action film starring Chuck Norris and Lee Marvin (in his final film appearance) as leaders of an elite squad of Special Forces troops based on the real life U.S. Army..."
Syria,"Waltz_with_Bashir","Waltz with Bashir","Waltz with Bashir (Hebrew: ואלס עם באשיר‎, translit. Vals Im Bashir) is a 2008 Israeli animated war documentary film written and directed by Ari Folman. It depicts Folman in search of his lost memories..."
Syria,"Raid_on_Entebbe_(film)","Raid on Entebbe (film)","Raid on Entebbe is a 1977 NBC television film directed by Irvin Kershner. It is based on an actual event: Operation Entebbe and the freeing of hostages at Entebbe Airport in Entebbe, Uganda, on July 4..."
Syria,"Omar_(film)","Omar (film)","Omar (Arabic: عمر‎) is a 2013 Palestinian drama film directed by Hany Abu-Assad. It was screened in the Un Certain Regard section at the 2013 Cannes Film Festival where it won the Special Jury Prize. It..."
Taiwan,"Lucy_(2014_film)","Lucy (2014 film)","Lucy is a 2014 English-language French science fiction action film written and directed by Luc Besson and produced by his wife Virginie Besson-Silla for his company EuropaCorp. The film was shot in Taipei..."
Taiwan,"Geostorm","Geostorm","Geostorm is a 2017 American science-fiction disaster film directed, co-written, and co-produced by Dean Devlin in his feature film directorial debut. The film stars  Gerard Butler, Jim Sturgess, Ed Harris..."
Taiwan,"Godzilla_vs._Kong","Godzilla vs. Kong","Godzilla vs. Kong is an upcoming American monster film directed by Adam Wingard and written by Terry Rossio. It is a sequel to Godzilla: King of the Monsters (2019) and Kong: Skull Island (2017), and will..."
Taiwan,"Bleeding_Steel","Bleeding Steel","Bleeding Steel is a 2017 Chinese-Hong Kong cyberpunk action film directed and written by Leo Zhang and stars Jackie Chan. It was released in China on 22 December 2017. In the U.S, Lionsgate Premiere released..."
Taiwan,"Gorgeous_(film)","Gorgeous (film)","Gorgeous (Chinese: 玻璃樽; Jyutping: bo1 lei4 zeon1) is a 1999 Hong Kong  romantic comedy film written and directed by Vincent Kok who played Lo's assistant, and co-written and produced by Jackie Chan, who..."
Taiwan,"Warriors_of_the_Rainbow:_Seediq_Bale","Warriors of the Rainbow: Seediq Bale","Warriors of the Rainbow: Seediq Bale (Seediq: Seediq Bale ; literally Real Seediq or Real Men; Chinese: 賽德克·巴萊; pinyin: Sàidékè Bālái) is a 2011 Taiwanese historical drama film directed by Wei Te-sheng..."
Taiwan,"Crime_Story_(film)","Crime Story (film)","Crime Story (Chinese: 重案組), also known as New Police Story or Police Dragon, is a 1993 Hong Kong action crime thriller film, directed by Kirk Wong, and starring Jackie Chan, Kent Cheng, Law Kar-ying and..."
Taiwan,"To_the_Fore","To the Fore","To the Fore (traditional Chinese: 破風; simplified Chinese: 破风) is a 2015 Hong Kong-Chinese sports drama film filmed in Taiwan and other countries (including China, Korea, Mongolia and Switzerland), directed..."
Taiwan,"Monga_(film)","Monga (film)","Monga (Chinese: 艋舺; Pe̍h-ōe-jī: Báng-kah) is a 2010 Taiwanese gangster film set in 1980s Taipei. The film features Ethan Juan, Mark Chao, Ma Ju-lung, Rhydian Vaughan and Ko Chia-yen. The film was directed..."
Taiwan,"The_Wayward_Cloud","The Wayward Cloud","The Wayward Cloud is a 2005 Taiwanese film directed by Tsai Ming-liang and starring Lee Kang-sheng and Chen Shiang-chyi. Plot: There is a water shortage in Taiwan, and television programs are teaching..."
Tajikistan,"Spies_Like_Us","Spies Like Us","Spies Like Us is a 1985 American comedy film directed by John Landis and starring Chevy Chase, Dan Aykroyd, Steve Forrest, and Donna Dixon. The film presents the comic adventures of two novice intelligence..."
Tajikistan,"Sex_&_Philosophy","Sex & Philosophy","Sex & Philosophy (Original title: Sex O Phalsapheh) is a 2005 internationally co-produced film directed, written and produced by Mohsen Makhmalbaf. Starring Daler Nazarov, Mariam Gaibova, and Farzona Beknazarova..."
Tajikistan,"True_Noon_(film)","True Noon (film)","True Noon (Tajik transliteration: Qiyomi roz) is a 2009 Tajik film directed by Nosir Saidov. It was chosen as official selection in 2009 for the International Film Festival Rotterdam. True Noon became..."
Tanzania,"The_Bucket_List","The Bucket List","The Bucket List is a 2007 American comedy-drama film directed and produced by Rob Reiner, written by Justin Zackham, and starring Jack Nicholson and Morgan Freeman. The main plot follows two terminally..."
Tanzania,"Massu_Engira_Masilamani","Massu Engira Masilamani","Massu Engira Masilamani (Masilamani alias Mass), also known by its former title Masss, is a 2015 Indian Tamil-language supernatural action comedy film  directed by Venkat Prabhu. and produced by K. E...."
Tanzania,"The_African_Queen_(film)","The African Queen (film)","The African Queen is a 1951 British-American adventure film adapted from the 1935 novel of the same name by C. S. Forester. The film was directed by John Huston and produced by Sam Spiegel and John Woolf..."
Tanzania,"Soarin'","Soarin'","Soarin', also known as Soarin' Around the World, Soaring Over the Horizon and Soaring: Fantastic Flight is a flight motion simulator attraction at Disney California Adventure, Epcot, and Shanghai Disneyland..."
Tanzania,"Hatari!","Hatari!","Hatari! (pronounced [hɑtɑri], Swahili for "Danger!") is a 1962 American adventure romantic comedy film directed by Howard Hawks and starring John Wayne. It portrays a group of professional game catchers..."
Tanzania,"Mountains_of_the_Moon_(film)","Mountains of the Moon (film)","Mountains of the Moon is a 1990 Rankcolor theatrical film depicting the 1857–58 journey of Richard Francis Burton and John Hanning Speke in their expedition to Central Africa – the project that culminated..."
Tanzania,"Darwin's_Nightmare","Darwin's Nightmare","Darwin's Nightmare is a 2004 Austrian-French-Belgian documentary film written and directed by Hubert Sauper, dealing with the environmental and social effects of the fishing industry around Lake Victoria..."
Tanzania,"Shout_at_the_Devil_(film)","Shout at the Devil (film)","Shout at the Devil is a 1976 British war adventure film directed by Peter R. Hunt and starring Lee Marvin and Roger Moore. The film, set in Zanzibar and German East Africa in 1913–1915, is based on a novel..."
Tanzania,"The_Crimson_Wing:_Mystery_of_the_Flamingos","The Crimson Wing: Mystery of the Flamingos","The Crimson Wing: Mystery of the Flamingos is a 2008 British-American nature documentary that explores the massive gathering of lesser flamingos in Tanzania. It was the very first movie released under..."
Tanzania,"Crack_in_the_World","Crack in the World","Crack in the World  is a 1965 American science-fiction doomsday disaster movie filmed in Spain.  It is about scientists who launch a rocket in the Earth's core to research its geothermal energy but accidentally..."
Thailand,"Kong:_Skull_Island","Kong: Skull Island","Kong: Skull Island is a 2017 American monster film directed by Jordan Vogt-Roberts. The film is a reboot of the King Kong franchise, and serves as the second film in Legendary's MonsterVerse. The film..."
Thailand,"Kabali_(film)","Kabali (film)","Kabali is a 2016 Indian Tamil-language action crime film written and directed by Pa. Ranjith and produced by Kalaipuli S. Thanu. The film plot concerns the gang war between Kabaleeswaran (played by Rajinikanth..."
Thailand,"The_Meg","The Meg","The Meg is a 2018 science fiction action film directed by Jon Turteltaub with a screenplay by Dean Georgaris, Jon Hoeber, and Erich Hoeber, loosely based on the 1997 book Meg: A Novel of Deep Terror by..."
Thailand,"The_Bourne_Legacy_(film)","The Bourne Legacy (film)","The Bourne Legacy is a 2012 American action spy film directed by Tony Gilroy, and is the fourth installment in the series of films adapted from the Jason Bourne novels originated by Robert Ludlum and continued..."
Thailand,"The_Impossible_(2012_film)","The Impossible (2012 film)","The Impossible (Spanish: Lo Imposible) is a 2012 disaster drama film directed by J. A. Bayona and written by Sergio G. Sánchez. It is based on the experience of María Belón and her family in the 2004 Indian..."
Thailand,"American_Gangster_(film)","American Gangster (film)","American Gangster is a 2007 American biographical crime film directed and produced by Ridley Scott and written by Steven Zaillian. The film is fictionally based on the criminal career of Frank Lucas, a..."
Thailand,"Kyaa_Kool_Hain_Hum_3","Kyaa Kool Hain Hum 3","Kya Kool Hain Hum 3 (transl. How cool we are 3) is a 2016 Indian adult comedy film starring Tusshar Kapoor, Aftab Shivdasani and Mandana Karimi in lead roles along with Gizele Thakral, Claudia Ciesla,..."
Thailand,"The_Beach_(film)","The Beach (film)","The Beach is a 2000  drama thriller film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland, which was adapted for the film by John Hodge. The film stars Leonardo DiCaprio..."
Thailand,"Mechanic:_Resurrection","Mechanic: Resurrection","Mechanic: Resurrection is a 2016 action thriller film directed by Dennis Gansel and written by Philip Shelby and Tony Mosher, with a story by Shelby and Brian Pittman. It is the sequel to the 2011 film..."
Thailand,"The_Bridge_on_the_River_Kwai","The Bridge on the River Kwai","The Bridge on the River Kwai is a 1957 British-American epic war film directed by David Lean and based on the novel Le Pont de la Rivière Kwaï (1952) by Pierre Boulle. The film uses the historical setting..."
Togo,"The_Blooms_of_Banjeli","The Blooms of Banjeli","The Blooms of Banjeli is a Togolese short documentary film directed by Carlyn Saltman. The 29-minute film includes footage from 1914 not released until 1986 or 1987. It documents the town of Banjeli, from..."
Tonga,"The_Other_Side_of_Heaven","The Other Side of Heaven","The Other Side of Heaven is a 2001 American adventure drama film written and directed by Mitch Davis, based on John H. Groberg's non-fiction book In the Eye of the Storm. The film stars Christopher Gorham..."
Tonga,"Tongan_Ninja","Tongan Ninja","Tongan Ninja is a 2002 kung-fu action-comedy film directed by Jason Stutter and filmed in New Zealand. The film has received recent notoriety for co-starring and being co-written by Jemaine Clement, star..."
Tonga,"Tongan_Ark","Tongan Ark","..."
Trinidad and Tobago,"The_Bank_Job","The Bank Job","The Bank Job is a 2008 heist thriller film directed by Roger Donaldson, written by Dick Clement and Ian La Frenais, and starring Jason Statham, based on the 1971 Baker Street robbery in central London..."
Trinidad and Tobago,"Dulha_Mil_Gaya","Dulha Mil Gaya","Dulha Mil Gaya (transl. I found a groom) is a 2010 Bollywood romantic comedy film directed by Mudassar Aziz. It stars Fardeen Khan, Sushmita Sen and Ishita Sharma in the lead roles whilst Shah Rukh Khan..."
Trinidad and Tobago,"Affair_in_Trinidad","Affair in Trinidad","Affair in Trinidad is a 1952 film noir produced by Hayworth's Beckworth Corporation, released by Columbia Pictures, and starring Rita Hayworth and Glenn Ford. It is notable as Hayworth's "comeback" film..."
Trinidad and Tobago,"The_Mystic_Masseur","The Mystic Masseur","The Mystic Masseur is a 2001 Merchant Ivory film based on the novel of the same name by V. S. Naipaul. 
It is one of relatively few films directed by Ismail Merchant, who is better known as the producer..."
Trinidad and Tobago,"Bim","Bim","Bim is a 1975 Trinidad and Tobago film written by Raoul Pantin and directed by Hugh A. Robertson. It was described by Bruce Paddington as "one of the most important films to be produced in Trinidad and..."
Trinidad and Tobago,"Contract_Killers","Contract Killers","Contract Killers is a 2008 action film about a female assassin on the run from the law. The film was directed by Justin B. Rhodes, and stars Frida Farrell, Nick Mancuso, and Rhett Giles with an appearance..."
Trinidad and Tobago,"The_Body_(1974_film)","The Body (1974 film)","The Body (Italian: Il corpo) is a 1974 Italian erotic drama film written and directed by Luigi Scattini.Plot: In Trinidad, Princess arouses a violent passion in two men, the young penniless Alain..."
Trinidad and Tobago,"Murder_in_Trinidad","Murder in Trinidad","Murder in Trinidad is a 1934 American Pre-Code drama film directed by Louis King and starring Nigel Bruce, Heather Angel, Victor Jory, and Murray Kinnell. Cast: Nigel Bruce - Bertram Lynch, Heather..."
Trinidad and Tobago,"The_Hummingbird_Tree","The Hummingbird Tree","The Hummingbird Tree is a film directed by Noella Smith and starring Patrick Bergin, Niall Buggy and Sunil Ramjitsingh. It was filmed in Trinidad and Tobago in 1992 by the BBC. The script of the movie..."
Trinidad and Tobago,"Two_Yanks_in_Trinidad","Two Yanks in Trinidad","Two Yanks in Trinidad is a 1942 American comedy spy film directed by Gregory Ratoff and starring Pat O'Brien, Brian Donlevy and Janet Blair.The film was in production when Pearl Harbor was attacked by..."
Tunisia,"Valkyrie_(film)","Valkyrie (film)","Valkyrie is a 2008 wartime political thriller film directed and co-produced by Bryan Singer and written by Christopher McQuarrie and Nathan Alexander. The film is set in Nazi Germany during World War II..."
Tunisia,"The_X-Files_(film)","The X-Files (film)","The X-Files (also known as The X-Files: Fight the Future) is a 1998 American science fiction thriller film directed by Rob Bowman. Chris Carter wrote the screenplay. The story is by Carter and Frank Spotnitz..."
Tunisia,"Patton_(film)","Patton (film)","Patton is a 1970 American epic biographical war film about U.S. General George S. Patton during World War II. It stars George C. Scott, Karl Malden, Michael Bates and Karl Michael Vogler. It was directed..."
Tunisia,"The_Big_Red_One","The Big Red One","The Big Red One is a 1980 epic war film written and directed by Samuel Fuller starring Lee Marvin alongside an ensemble supporting cast including Mark Hamill, Robert Carradine, Siegfried Rauch, Bobby Di..."
Tunisia,"Ice_Cold_in_Alex","Ice Cold in Alex","Ice Cold in Alex (1958) is a British film described as a true story in the film's opening credits, based on the novel of the same name by British author Christopher Landon. Directed by J. Lee Thompson..."
Tunisia,"Pirates_(1986_film)","Pirates (1986 film)","Pirates is a 1986 Franco-Tunisian adventure comedy film written by Gérard Brach, John Brownjohn, and Roman Polanski and directed by Polanski. It was screened out of competition at the 1986 Cannes Film..."
Tunisia,"The_Tuskegee_Airmen","The Tuskegee Airmen","The Tuskegee Airmen is a 1995 HBO television movie based on the exploits of an actual groundbreaking unit, the first African-American combat pilots in the United States Army Air Corps, that fought in World..."
Tunisia,"The_Hill_(film)","The Hill (film)","The Hill is a 1965 film directed by Sidney Lumet, set in a British army prison in North Africa in the Second World War. It stars Sean Connery, Harry Andrews, Ian Bannen, Ossie Davis, Ian Hendry, Alfred..."
Tunisia,"The_Desert_Fox:_The_Story_of_Rommel","The Desert Fox: The Story of Rommel","The Desert Fox is a 1951 black-and-white biographical film from 20th Century Fox about Field Marshal Erwin Rommel in the later stages of World War II. It stars James Mason in the title role, was directed..."
Tunisia,"Cabiria","Cabiria","This article is about Giovanni Pastrone's 1914 silent film; for the Federico Fellini film, see The Nights of Cabiria.
Cabiria is a 1914 Italian epic silent film, directed by Giovanni Pastrone and shot..."
Turkey,"Wonder_Woman_(2017_film)","Wonder Woman (2017 film)","Wonder Woman is a 2017 American superhero film based on the DC Comics character of the same name, produced by DC Entertainment in association with RatPac Entertainment and Chinese company Tencent Pictures..."
Turkey,"Inferno_(2016_film)","Inferno (2016 film)","Inferno is a 2016 American mystery action thriller film directed by Ron Howard and written by David Koepp, based on the 2013 novel of the same name by Dan Brown. The film is the sequel to The Da Vinci..."
Turkey,"Skyfall","Skyfall","Skyfall is a 2012 spy film, the twenty-third in the James Bond series produced by Eon Productions. The film is the third to star Daniel Craig as the fictional MI6 agent James Bond and features Javier Bardem..."
Turkey,"Argo_(2012_film)","Argo (2012 film)","Argo is a 2012 American historical drama film directed by Ben Affleck. Screenwriter Chris Terrio adapted the screenplay from the book by the U.S. Central Intelligence Agency operative Tony Mendez, The..."
Turkey,"Lawrence_of_Arabia_(film)","Lawrence of Arabia (film)","Lawrence of Arabia is a 1962 British epic historical drama film based on the life of T. E. Lawrence. It was directed by David Lean and produced by Sam Spiegel through his British company Horizon Pictures..."
